embedding_text,category,label,predicted_label,predicted_category
حليب بودرة للاطفال اس26 برو جولد مرحلة 1، 06 شهر حليب 400جم,Dairy & Eggs,12,0,Baby Care
موسي مشروب شعير بالتوت موسي 330مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
فريك زمزم فريك 500جم,"Rice, Pasta & Pulses",28,19,"Jams, Spreads & Syrups"
العطار كركديه 20 فتله العطار,"Tea, Coffee & Hot Drinks",34,22,"Nuts, Dates & Dried Fruits"
qafilah maamoul stuffed with dates paste ram Stuffed 24g,Bakery,1,11,Cooking Ingredients
كيت كات نستله شانكى ويفر شيكولاته كيت 40جم,"Chocolates, Sweets & Desserts",8,4,Biscuits & Cakes
alsouhagy fava beans Fava 500g,"Rice, Pasta & Pulses",28,34,"Tea, Coffee & Hot Drinks"
hayat water Hayat 600ML,Water,38,30,Soft Drinks & Juices
iliada kalamata olives halves 370G 370G,"Tins, Jars & Packets",35,11,Cooking Ingredients
3 in 1 vanilla flavored instant coffee 24 sachets In,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بانيه فريش بالوزن 9600 1492 14323 بانيه,Poultry,27,28,"Rice, Pasta & Pulses"
اريال اوتوماتيك داوني اريال ٩كجم,Cleaning Supplies,9,18,Home Appliances
villars dark pure 72 Dark 100g,"Chocolates, Sweets & Desserts",8,24,Perfumes & Deodorants
كيك مونجيني عائلي اطعم كيك,Biscuits & Cakes,4,32,Sugar & Home Baking
herman pizza sauce Herman 380g,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
mini katakito with chocolate Mini 26G,Biscuits & Cakes,4,4,Biscuits & Cakes
حليب لمار بالموز حليب 200مل,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
ريف صابح عيش فينو 5ق ريف,Bakery,1,17,"Hair, Shower, Bath & Soap"
دساني مياه طبيعيه دساني 1.5لتر,Water,38,20,Laundry & Detergents
العراب ماء الورد ل )العراب 250مل,Cooking Ingredients,11,38,Water
جبنة كيري مربعات جبنة,Dairy & Eggs,12,19,"Jams, Spreads & Syrups"
علبه فول محوج ك علبه,"Tins, Jars & Packets",35,30,Soft Drinks & Juices
رقائق البطاطس المقرمشة والجبن بصل رقائق 45جم,Chips & Crackers,7,3,Beef & Processed Meat
بن محوج الدلهخ بن 200جم,"Tea, Coffee & Hot Drinks",34,3,Beef & Processed Meat
كوفي بلانيت كبسولات قهوة فرنسية 10 قطع كوفي,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
جهينة زبادو توت ب 575 1 575 جهينة,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
كونو بافس كونو 72ج,Chips & Crackers,7,5,Breakfast Cereals & Bars
علبه كشرى وسط علبه,"Rice, Pasta & Pulses",28,23,Party Supplies And Gifts
توليدو تونة قطعة واحدة جم185 توليدو,"Tins, Jars & Packets",35,18,Home Appliances
انسام بخور عيدان فلورا انسام علبة,"Personal Care, Skin & Body Care",25,23,Party Supplies And Gifts
مياه 6 1 6 مياه,Water,38,38,Water
بيور لايف مياه فواره بيور 240مل,Water,38,38,Water
heinz tomato pas Heinz,"Tins, Jars & Packets",35,37,Vegetables & Herbs
صوص الثوميه وسط صوص,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
كانز بيبسي كانز,Soft Drinks & Juices,30,30,Soft Drinks & Juices
حواوشى شاده حواوشى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
licorice m - 75G,Cooking Ingredients,11,7,Chips & Crackers
دانون اويكو زبادي يوناني لايت، رام دانون 170ج,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
كادبوري ديري ميلك شوكولاتة، كادبوري 37جم عبوة,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
فريز عصير ليمون فوار فريز 275جم,Soft Drinks & Juices,30,30,Soft Drinks & Juices
رو بطاطس هالبينو رو,Chips & Crackers,7,37,Vegetables & Herbs
مياه فواره نستله مياه 240مل,Water,38,38,Water
microwave popcorn Microwave 85g,Chips & Crackers,7,11,Cooking Ingredients
tr bot Bot 1l,Water,38,20,Laundry & Detergents
isis hibiscus 100 teabags Isis,"Tea, Coffee & Hot Drinks",34,35,"Tins, Jars & Packets"
طعمة جبنة مثلثات طعمة,Dairy & Eggs,12,11,Cooking Ingredients
سيدرا كاتشب حار سكويز سيدرا 340جم,"Sauces, Dressings & Condiments",29,19,"Jams, Spreads & Syrups"
كليو صدور مشوي 0750 كليو,Poultry,27,3,Beef & Processed Meat
علبه دبابيس علبه,Furniture,16,23,Party Supplies And Gifts
لانشون اللحيمي لانشون,Beef & Processed Meat,3,2,Beef & Lamb Meat
تايجر جامبو باربكيو تايجر,Chips & Crackers,7,23,Party Supplies And Gifts
almarai greek yogurt plain 5 fat Greek 170g,Dairy & Eggs,12,11,Cooking Ingredients
دره كاتشب دره 500ج,"Sauces, Dressings & Condiments",29,22,"Nuts, Dates & Dried Fruits"
imtenan meat spices Imtenan 100g,Cooking Ingredients,11,3,Beef & Processed Meat
loacker cocoa wafer with milk cream filling Cocoa 90g,Biscuits & Cakes,4,11,Cooking Ingredients
ايزيس مياه معدنيه ايزيس 600مل,Water,38,38,Water
800 800 مياه معدنيه ص 1 8.00,Water,38,30,Soft Drinks & Juices
سجق بلدى بدبس الرومان سجق,Beef & Processed Meat,3,20,Laundry & Detergents
كابتشينو بندق 8 أظرف كابتشينو 18.5جم علبة,"Tea, Coffee & Hot Drinks",34,13,Disposables & Napkins
لمار حليب كامل لمار,Dairy & Eggs,12,19,"Jams, Spreads & Syrups"
بسكويت اوريو مغطى فانيليا بسكويت,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
كيت كات 4 اسابع 41 كيت,"Chocolates, Sweets & Desserts",8,26,Pets Care
sweet potato Sweet 1kg,Vegetables & Fruits,36,33,Sweets & Desserts
qutoof pea m Qutoof 400G,Vegetables & Fruits,36,3,Beef & Processed Meat
goldalex sliced jalapeno pepper Pepper 340g,"Tins, Jars & Packets",35,11,Cooking Ingredients
مايونيز هاينز مايونيز 310جم,"Sauces, Dressings & Condiments",29,22,"Nuts, Dates & Dried Fruits"
فريرو روشيه كوليكشن 24 قطعه فريرو,"Chocolates, Sweets & Desserts",8,22,"Nuts, Dates & Dried Fruits"
تيارا دبس الرمان رام تيارا 325ج,"Sauces, Dressings & Condiments",29,19,"Jams, Spreads & Syrups"
برجر بقرى بلدى برجر,Beef & Processed Meat,3,5,Breakfast Cereals & Bars
"katilo natural ghee Ghee, 900g",Cooking Ingredients,11,3,Beef & Processed Meat
faragello roasted beef slices Roasted 150g,Beef & Processed Meat,3,3,Beef & Processed Meat
شاورما فراخ متبله شاورما,Poultry,27,8,"Chocolates, Sweets & Desserts"
شويبس ليمون ونعناع زجاج شويبس 250مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
كارفور منعم ملابس نسيم البحر 2ل كارفور,Cleaning Supplies,9,10,"Condiments, Dressings & Marinades"
salt flavor popcorn m Popcorn– 100G,Chips & Crackers,7,11,Cooking Ingredients
اليمنى بن محوج سوبر اليمنى,"Tea, Coffee & Hot Drinks",34,30,Soft Drinks & Juices
بيبسى دايت كانز ل بيبسى 330مل,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
miranda orange drink 400 Miranda,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بريزيدون جبنه مطبوخ رومى بريزيدون 500جم,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
عصير كوكتيل بيتي تروبيكانا عصير 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
فانتا انواع 1 مجانى فانتا 1لتر,Soft Drinks & Juices,30,6,Candles & Air Fresheners
بيور لايف مياه طبيعيه بيور 600مل,Water,38,38,Water
coca cola zero Coca,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بيض اورجانيك احمر 30بيضه بيض,Dairy & Eggs,12,12,Dairy & Eggs
شوكو بيضاء ك شوكو,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
alameed coffee light without cardamom Coffee 200g,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
زجاجه زجاجه,Furniture,16,30,Soft Drinks & Juices
خل تفاح طبيعي لي خل 300مل,"Sauces, Dressings & Condiments",29,22,"Nuts, Dates & Dried Fruits"
coconut milk chocolate double bar Coconut 57g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
سعودى مشروب كركديه 330 سعودى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
bahlsen pick up biscuit Pick 140G,Biscuits & Cakes,4,4,Biscuits & Cakes
شيبسى عائلى ملح شيبسى 80جم,Chips & Crackers,7,32,Sugar & Home Baking
ريد بول مشروب الطاقه بطيخ ريد 250مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
مانجو كيت فاخر مانجو,Vegetables & Fruits,36,6,Candles & Air Fresheners
happy day juice fruit multi vitamin Happy 1L,Soft Drinks & Juices,30,15,Fruits
بانية فيلية دجاج حار أطياب بانية,Poultry,27,27,Poultry
alwatania poultry frozen whole chicken 1100ram Frozen 1200G,Poultry,27,27,Poultry
حلوانى سجق شرقى حلوانى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
farm fresh green olive Farm 1kg,Vegetables & Fruits,36,3,Beef & Processed Meat
كوكس نشا علبه كوكس 240جم,Cooking Ingredients,11,35,"Tins, Jars & Packets"
هاينز باربكيو صوص هاينز 300جم,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
12كلوقز كوكو ب كيك شوكو 12*كلوقز 40ج,Biscuits & Cakes,4,4,Biscuits & Cakes
جلبه 3 4 لحام بلاستيك جلبه,Furniture,16,8,"Chocolates, Sweets & Desserts"
سويس شويس بانيه 1ك سويس,Poultry,27,8,"Chocolates, Sweets & Desserts"
shahia onion pickles Shahia 550g,"Tins, Jars & Packets",35,11,Cooking Ingredients
فسيخ معبأ فى زجاجه رام فسيخ 650ج,Fish,14,18,Home Appliances
white forest cake small 1pc White,Biscuits & Cakes,4,1,Bakery
خوخ اسباني خوخ 1كجم,Vegetables & Fruits,36,3,Beef & Processed Meat
ريجينا مكرونه حروف ابجديه وارقام ريجينا 400جم,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
مينجل قهوة سريعة التحضير موز 3 1 مينجل,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
جبنه ريكفورد بالو جبنه,Dairy & Eggs,12,3,Beef & Processed Meat
علب مقاسات علب,Disposables & Napkins,13,35,"Tins, Jars & Packets"
fun day pop corn cilleamplemon m Fun 60g,Chips & Crackers,7,7,Chips & Crackers
ariel automatic detergent 4 k 2 k free Automatic,Cleaning Supplies,9,20,Laundry & Detergents
بن محوج فاتح برازيلى اكسترا رام قهوه تركي بن 200ج,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
يريدوني توست حليب يريدوني,Bakery,1,8,"Chocolates, Sweets & Desserts"
فن داي بسكويت فن 40ج,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
cheetos family chips with corn flavor cheese ram Cheetos 83g,Chips & Crackers,7,7,Chips & Crackers
ريتش بيك خبز مطحون اشف ك ريتش 500جم,Bakery,1,28,"Rice, Pasta & Pulses"
elite chocolate filled wafer Wafer,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
almarai full cream milk iter of 6 Cream 1L Pack,Dairy & Eggs,12,11,Cooking Ingredients
رنا هوت صوص شطه 180م رنا,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
زبادي يوناني جهينة، 5 دسم زبادي 105جم,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
بالذن بيك اب محشو بالشيكولاتة بالذن 84جم,Biscuits & Cakes,4,7,Chips & Crackers
عجينة جلاش فاخرة السنبلة عجينة 500جم,Bakery,1,11,Cooking Ingredients
بريتزل بدون ملح من لايف جرين بريتزل 180جم,Chips & Crackers,7,30,Soft Drinks & Juices
el rashidi el asly tahina m Rashidi 500G,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
فيري اقراص تنظيف لغسالة الاطباق فيري,Cleaning Supplies,9,9,Cleaning Supplies
عصير عناب عصير,Soft Drinks & Juices,30,30,Soft Drinks & Juices
سبايسى خلطه توابل شاورما لحم دجاج سبايسى 45جم,Cooking Ingredients,11,11,Cooking Ingredients
وادي فوود خل 1ل وادي,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
live green pretzels unsalted ram Green 180g,Chips & Crackers,7,11,Cooking Ingredients
877 مياه صغير 1 8.77,Water,38,38,Water
chipsy chili amp lemon 89m Chipsy 99G,Chips & Crackers,7,11,Cooking Ingredients
domty sandwich bluechheese 1 p Domty,Bakery,1,32,Sugar & Home Baking
امريكان جاردن باربكيو صوص بالعسل 510 امريكان,"Sauces, Dressings & Condiments",29,7,Chips & Crackers
مياه فوارة نستله بيور فيز بالليمون من 12 مياه 0.36لتر عبوة,Water,38,38,Water
لمار حليب كامل الدسم، لمار ٢٣٠مل,Dairy & Eggs,12,10,"Condiments, Dressings & Marinades"
كوكتيل دومتى كوكتيل 235مل,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
الرشيد الميزان طحينه الرشيد 500جم,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
دسانى دسانى 1.5لتر,Water,38,20,Laundry & Detergents
نستلة مياة ى 4600 1 4600 نستلة 600مل كرتونة,Water,38,9,Cleaning Supplies
دبوس فريس 1ك دبوس,Poultry,27,33,Sweets & Desserts
روجينا مكرونه روجينا,"Rice, Pasta & Pulses",28,8,"Chocolates, Sweets & Desserts"
atyab spicy chicken wings Atyab 700g,Poultry,27,27,Poultry
بيبسى بلاستيك بيبسى زجاجة,Soft Drinks & Juices,30,30,Soft Drinks & Juices
زي جو شيبس بالجبنة 55 زي 65جم,Chips & Crackers,7,19,"Jams, Spreads & Syrups"
تايجر شيبسي بالفلفل الحار والليمون رام تايجر 200ج,Chips & Crackers,7,37,Vegetables & Herbs
اريال مسحوق اتوماتيك 25 1 8395 8395 اريال,Cleaning Supplies,9,30,Soft Drinks & Juices
سبرايت سبرايت 2لتر,Soft Drinks & Juices,30,20,Laundry & Detergents
هاربيك لافندر 700م هاربيك,Cleaning Supplies,9,20,Laundry & Detergents
bake rolz nacho cheese crackers ram Bake 36g,Chips & Crackers,7,11,Cooking Ingredients
shahy check peas m Shahy 500G,"Rice, Pasta & Pulses",28,19,"Jams, Spreads & Syrups"
حلوي هولز بالفراولة حلوي 25.2جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
هاينز مايونيز تشلى 2275 1 2275 هاينز ٢٨٥جم,"Sauces, Dressings & Condiments",29,8,"Chocolates, Sweets & Desserts"
milk chocolate with whole almonds m With 100g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
تفاح احمر مستورد وزن تفاح,Vegetables & Fruits,36,36,Vegetables & Fruits
بلذن لبينز بسكويت شيكولاتة كريمة بلذن 228جم,Biscuits & Cakes,4,4,Biscuits & Cakes
ستار مكرونة خواتم ستار,"Rice, Pasta & Pulses",28,8,"Chocolates, Sweets & Desserts"
بيبسى مشروب زجاج الهضبه بيبسى 350مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
شيتوس عائلى جبنة 500 5 2500 شيتوس,Chips & Crackers,7,23,Party Supplies And Gifts
تايجر سوبر بطاطس بطعم الكباب تايجر,Chips & Crackers,7,11,Cooking Ingredients
شيكولاته ميلكغا كراميل شيكولاته 100جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
دسانى مياه دسانى 8لتر,Water,38,20,Laundry & Detergents
cono popcorn melted butter Cono 22G,Chips & Crackers,7,11,Cooking Ingredients
فيروز تفاح وبطيخ كانز فيروز 250مل,Soft Drinks & Juices,30,28,"Rice, Pasta & Pulses"
mr muscle all purpose cleaner floral perfection itre Mr. 1L,Cleaning Supplies,9,9,Cleaning Supplies
زيت ابوالخير سبشيال زيت,Cooking Ingredients,11,6,Candles & Air Fresheners
نستلة مياة ى 4600 1 4600 نستلة 600مل كرتونة,Water,38,9,Cleaning Supplies
ريجينا مركونة فرن 10 مم ريجينا 400جم,"Rice, Pasta & Pulses",28,18,Home Appliances
جبنة جودة مستوردة جبنة,Dairy & Eggs,12,3,Beef & Processed Meat
hawaa spaghetti pasta 1 k Hawaa,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
dark roast turkish coffee blend with heal m Dark 200g,"Tea, Coffee & Hot Drinks",34,11,Cooking Ingredients
الطاهية فول مدمس سادة الطاهية,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
حلوانى سلامى بيف حلوانى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
jacker salt potato chips m Jacker 75g,Chips & Crackers,7,7,Chips & Crackers
عصير برتقال ل عصير 850مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
مرقة ماجي لحم مرقة,Cooking Ingredients,11,2,Beef & Lamb Meat
تيفانى كوكيز تيفانى 40ج,Biscuits & Cakes,4,34,"Tea, Coffee & Hot Drinks"
رجينا مكرونه اسب رجينا,"Rice, Pasta & Pulses",28,5,Breakfast Cereals & Bars
دوتس مشروب بذور الريحان مع نكهة الرمان دوتس 280مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
picagrill natural croutons Croutons,Bakery,1,7,Chips & Crackers
كنور خلطه كفته جديد كنور 35جم,Cooking Ingredients,11,6,Candles & Air Fresheners
حليب لاكتيل كامل الدسم حليب 225مل,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
فلفل أسود حصى فلفل 150جم,Cooking Ingredients,11,19,"Jams, Spreads & Syrups"
leibniz bahlsen butter bis Butter 200g,Biscuits & Cakes,4,11,Cooking Ingredients
فيليه دجاج فريش بالوزن فيليه,Poultry,27,27,Poultry
beyti tropicana Beyti,Soft Drinks & Juices,30,33,Sweets & Desserts
la vache qr slice cheddar Vache 180G,Dairy & Eggs,12,7,Chips & Crackers
لحم التونة الخفيف تي سي بوي بالفلفل الحار رام لحم 185ج,"Tins, Jars & Packets",35,2,Beef & Lamb Meat
