embedding_text,category
كبدة مستورد شرائح وزن كبدة,Beef & Processed Meat
6700 nuggets 9 reg 1 67.00,Poultry
مشروم فريش ملوكة مشروم 200جم,Vegetables & Fruits
بونجورنو لاتيه 8ظ بونجورنو,"Tea, Coffee & Hot Drinks"
صوص شيكولاتة صوص,"Sauces, Dressings & Condiments"
coffee french hazelunt 2hgff Coffee,"Tea, Coffee & Hot Drinks"
ahmed tea london blend soft tea m Ahmed 40g,"Tea, Coffee & Hot Drinks"
علبه مواويل علبه,Bakery
cono fiery cheese puff snacks m Cono 27g,Chips & Crackers
al doha yellow lentil r Doha 500G,"Rice, Pasta & Pulses"
teeth jelly candy m Teeth 180g,"Chocolates, Sweets & Desserts"
بسكويت شوفان ذهبى بسكويت,Biscuits & Cakes
علبه سلطه خضراء علبه,Bakery
رومي كفيار رومي,Poultry
president creamy cheese squares President,Dairy & Eggs
مولتو كرواسون مينى كانز مولتو,Biscuits & Cakes
كوب بلاستيك ابيض 5 1 هديه كوب 180مل,Furniture
دينا زبادى دينا 105جم,Dairy & Eggs
moms food ketchup chili Moms 340g,"Sauces, Dressings & Condiments"
strawberry flavored candys s Strawberry,"Chocolates, Sweets & Desserts"
قطعة دجاج حار دجاج,Poultry
biscuit oreo 76G 76G,Biscuits & Cakes
بامية فارم فريش، اكسترا بامية 400جم,Vegetables & Fruits
جاهزة 1 بيتي فور نشادر جاهزة 2كجم علبة,Bakery
سكويز كركديه سكويز 250مل,Soft Drinks & Juices
كاتشب من جاردينو كاتشب 280جم,"Sauces, Dressings & Condiments"
مزيل بقع مزيل 500مل,Cleaning Supplies
بيتى تروبيكانا عصير مانجو بيتى 235مل,Soft Drinks & Juices
زجاجه مياه صغيره زجاجه,Water
٪؜ هارفست خل تركيز ٥ ٪؜ ١لتر,"Sauces, Dressings & Condiments"
تيست بيور لانشون بالزيتون تيست,Beef & Processed Meat
برجر لحم برجر,Beef & Processed Meat
سفن دايت كانز سفن 330مل,Soft Drinks & Juices
ايلوه كاتشب ايلوه 500جم,"Sauces, Dressings & Condiments"
مياه صغيره عدد مياه,Water
min water l Min,Water
هديه زيت هديه 700مل,Cooking Ingredients
زبادي بالخوخ نستله 31 زبادي 105جم,Dairy & Eggs
تايجر سوبر بطاطس شيبس بطعم الطماطم 67 7 تايجر,Chips & Crackers
mentos white chewing gum sweet mint sugar free Mentos,"Chocolates, Sweets & Desserts"
roshen konafetto hazelnut waffle tubes ram Roshen 140g,Biscuits & Cakes
بطاطس جاكر بالطماطم بطاطس 110جم,Chips & Crackers
بخيره عصير انواع 6 ق بخيره 200مل,Soft Drinks & Juices
برنجلز كبلير برنجلز,Chips & Crackers
هاينز خل طبيعي هاينز 1لتر,"Sauces, Dressings & Condiments"
حلوى شوكولاتة بالفول السوداني رام 24 قطع mms حلوى 45ج,"Chocolates, Sweets & Desserts"
color bleach pouch Pouch 85ml,Cleaning Supplies
cramel sauce Sauce,"Sauces, Dressings & Condiments"
تشوبا تشوبس كانز نكهه الفراوله تشوبا,Sweets & Desserts
مكرونة خواتم مكرونة 400جم,"Rice, Pasta & Pulses"
طعمه شرائح برجر 12ق طعمه 200جم,Dairy & Eggs
ورق عنب بسمه ورق 250جم,Vegetables & Fruits
وادى فود صلصة طماطم رام وادى 360ج,"Tins, Jars & Packets"
مياه طبيعية صافي، مياه 660مل عبوة,Water
شاي اخضر الجوهرة 100 فتلة شاي,"Tea, Coffee & Hot Drinks"
three chefs chunks in vegetable oil ram Three 140g,"Tins, Jars & Packets"
كريمه طبخ جران كوسينا كريمه,Dairy & Eggs
لوكس سوبر بسكويت ساده لوكس,Biscuits & Cakes
bashayer apple juice Bashayer 200ml,Soft Drinks & Juices
koki gold beef burger Koki 600G,Beef & Processed Meat
bonjorno hazelnut hot chocolate powder ram x12 Bonjorno 25G,"Chocolates, Sweets & Desserts"
classic pretzel ketchup80m Ketchup80/85Gm 85g,Chips & Crackers
كينج ام عيش تورتيلا كينج,Bakery
رويال اعشاب 12 فتله رويال,"Tea, Coffee & Hot Drinks"
هينز مايونيز كريمي كلاسيك هينز 225مل,"Sauces, Dressings & Condiments"
عيش كريستال 050 10 500 عيش,Bakery
كتش اب طماطم هاينز 340غرام كتش,"Tins, Jars & Packets"
ديتول منظف 4 في 1 متعدد الاستخدامات، برائحة اكوا ديتول 1.8لتر,Cleaning Supplies
لانشون بيف بقطع اللحم حلوانى لانشون,Beef & Processed Meat
ابو كاس ارز بسمتى ابو 1كجم,"Rice, Pasta & Pulses"
وراك فراخ فريش بالوزن وراك,Poultry
شيكولاتة الكرز البلجيكي الداكن رام شيكولاتة 100ج,"Chocolates, Sweets & Desserts"
monster energy green classic Monster 500mL,Soft Drinks & Juices
بورجس خل بالسمك 500 م بورجس,"Sauces, Dressings & Condiments"
metco burger jumbo m Metco 1.50g,Beef & Processed Meat
valved holding chamber yellow Chamber,Vegetables & Fruits
هوهوز جامبو كيك هوهوز,Biscuits & Cakes
حياه مياه 600مذ حياه,Water
americana fava beans with sauce m Americana 400g,"Tins, Jars & Packets"
pretzo original r assorte Pretzo 180G,Chips & Crackers
صن شاين تونه اكسبريس مفتته صن 170جم,"Tins, Jars & Packets"
شيبسى جبنه متبله شيبسى 5ج,Chips & Crackers
good france ilou ketchup m Good 250g,"Sauces, Dressings & Condiments"
كوكيز أمريكان بيكلاند كوكيز 500جم,Biscuits & Cakes
broccoli pieces m jeffreys Pieces 400g,Vegetables & Fruits
جهينه كلاسيك بريميم عصير كوكتيل جهينه 1لتر,Soft Drinks & Juices
لاكتيل مشروب رايب لاكتيل 400مل,Dairy & Eggs
lino oat biscuit light with apple amp cinnamon Oat 30g,Biscuits & Cakes
جبنة رومي بطارخ وزن جبنة,Dairy & Eggs
داريا أرز بسمتي ذهبي داريا 2كجم,"Rice, Pasta & Pulses"
كبده وكلاوى وقلب كبده,Beef & Processed Meat
زجاجه تانك 2 ق زجاجه 0.65لتر,Furniture
جهينه زبادى يونانى 5دسم جهينه 180جم,Dairy & Eggs
nestle pure life sparkling water x24 Pure 240ml,Water
داناو مشروب مانجو باللبن داناو 235مل,Soft Drinks & Juices
chef m sambousek pastry m of 11 Chef 800g Pack,Bakery
شيبسى بالجبنه شيبسى,Chips & Crackers
نسكافيه 31 عرض مج نسكافيه,"Tea, Coffee & Hot Drinks"
ميلك مان زبادى طبيعى 170 585 6 3510 ميلك,Dairy & Eggs
ادد مي سكويز شوكولاتة بالبندق ادد 270جم,"Chocolates, Sweets & Desserts"
عالطبخه صلصه بالثوم والاعشاب عالطبخه 2360ج,"Tins, Jars & Packets"
نستله نسكافيه 21 نستله,"Tea, Coffee & Hot Drinks"
مزيل البقع المركز مزيل 600مل,Cleaning Supplies
كنور مرقه خضروات مكعب 8 كنور 1جم,Cooking Ingredients
نسكافيه 3 1 شيكولاته نسكافيه 18جم كيس,"Tea, Coffee & Hot Drinks"
مكرونة فرن 71ريجيت من أوتيما، رام مكرونة 500ج,"Rice, Pasta & Pulses"
clorel 4 in 1 pine multipurpose cleaner iter In 1L,Cleaning Supplies
بتى فور فاخر بتى,Bakery
بسكوت محشو شيكولاتة من باهلسين ليبنيز، رام بسكوت 1ج,Biscuits & Cakes
شنطه بلاستيك فينوس وسط شنطه,Furniture
merba cookies chocolate Merba 150g,Biscuits & Cakes
fayrouz pineapple Fayrouz 330ml,Soft Drinks & Juices
زيت زيتون بكر ممتاز من وادي فود زيت 2لتر,Cooking Ingredients
دومتى جبنه ملح خفيف اسطنبولى دومتى 1كجم,Dairy & Eggs
كورونا بيمبو بسكويت 12 قطعه كورونا,Biscuits & Cakes
رويال 20 فتله اعشاب طبيه رويال,"Tea, Coffee & Hot Drinks"
تايجر شيبس طماطم 108 1 800 800 تايجر,Chips & Crackers
ديتول ماك نتعدد اكوا ديتول 650مل,Cleaning Supplies
تشيكن سبايسي سائدقاموس ستار ساندوتش بالجبن2 بطاطا عادي متوسط2 بيبسي كانز تشيكن,Bakery
عصير بيور تفاح لتر عصير,Soft Drinks & Juices
دومتى عصير تفاح ا لتر دومتى,Soft Drinks & Juices
مسحوق اريال اتوماتيك مجانا مسحوق 8كجم,Cleaning Supplies
مافا بطاطس شنط مافا 23كجم,Vegetables & Fruits
maxell floor cleaner with green valleys iter With 1.5L,Cleaning Supplies
مياه طبيعيه بركه مياه 1.5لتر,Water
al khatib chinese lemon salt Khatib,Cooking Ingredients
شوكلاته فلوتس 4 صابع شوكلاته 45جم,"Chocolates, Sweets & Desserts"
عصير مانجو سن توب عصير,Soft Drinks & Juices
فريش كبد فراخ 48 06 288 فريش,Poultry
ion dark caramel Ion 90g,"Chocolates, Sweets & Desserts"
ion break choco almond w orangeamplemon m Ion 85g,"Chocolates, Sweets & Desserts"
ادم مكرونة فرن 550 2 ادم 350جم,"Rice, Pasta & Pulses"
blendy strawberry banana juice Strawberry 1l,Soft Drinks & Juices
سذرو بيض احمر 30 ق 1 6995 6995 سذرو,Dairy & Eggs
فيتنس توستيز توابل ميكس فيتنس 36جم,Chips & Crackers
هاينز مايونيز ديوباك هاينز 285جم,"Sauces, Dressings & Condiments"
جاردينو كاتشب جاردينو 500جم,"Sauces, Dressings & Condiments"
سنيكرز شيكولاتة سنيكرز,"Chocolates, Sweets & Desserts"
فود لوفر بطاطس كرسبي مجمده 1ك فود,Vegetables & Fruits
president spread romy chee 2r1 President 240G,Dairy & Eggs
ginger cinnamon 18 sachet Ginger,"Tea, Coffee & Hot Drinks"
ليبتون شاي50ق ليبتون,"Tea, Coffee & Hot Drinks"
beyti tropicana juice strawberry Beyti 1L,Soft Drinks & Juices
بيك رولز بالزبدة و التوابل بيك,Chips & Crackers
مياه طبيعية من ايزيس مياه 1.5لتر,Water
دره كاتشب دره,"Sauces, Dressings & Condiments"
حدائق تونه حاره حدائق,"Tins, Jars & Packets"
لايز جورميه فلفل حار مكسيكي لايز,Chips & Crackers
نسكافية ٢١ 10 2 20 نسكافية,"Tea, Coffee & Hot Drinks"
بانيه دجاج متبل وزن 13195 068 2973 بانيه,Poultry
لمبادا دبل بسكويت ويفر المحشو بكريمة الشيكولاته لمبادا,Biscuits & Cakes
chocolate coated cake packof 24 Coated,Biscuits & Cakes
مياه طبيعية صافي، مياه 1.5لتر عبوة,Water
فرخة شيش 1 عادي 95 95 فرخة,Poultry
دانون ماكس مشروب خوخ دانون,Soft Drinks & Juices
ليندت اكسلنس شوكولاتة برتقال مكثفة ليندت 100جم,"Chocolates, Sweets & Desserts"
كوكيز برقائق الشوكولاتة تيفاني شانكوز كوكيز 40جم,Biscuits & Cakes
elvan today goldies milky cake Today,Biscuits & Cakes
ايزييس نعناع ايزييس كيس,"Tea, Coffee & Hot Drinks"
مياه فوارة نستله بيور فيز بالتوت من 12 مياه 0.36لتر عبوة,Water
ديتول معقم يد ديتول 50جم,Cleaning Supplies
yellow vegetable ghee Ghee 1.5Kg,Cooking Ingredients
شايدر مشروب شعير اناناس وخوخ شايدر 1لتر,Soft Drinks & Juices
جيلي توفي جيلي,"Chocolates, Sweets & Desserts"
la vache qui rit cheddar cheese m Vache 200g,Dairy & Eggs
multifunctional paste cleaner lavender Paste 500g,Cleaning Supplies
سجق دسم سجق,Beef & Processed Meat
لوكس بسكويت سوبر كاكاو 1 ز5 علبه لوكس,Biscuits & Cakes
شاى العروسة 100 فتلة شاى,"Tea, Coffee & Hot Drinks"
مياة معدنية صغير x 1 مياة,Water
pasta twist Pasta 400g,"Rice, Pasta & Pulses"
ليبتون شاي خرز ليبتون 250جم,"Tea, Coffee & Hot Drinks"
حلوى بنبون سكيتليز كاندى فواكه حلوى,"Chocolates, Sweets & Desserts"
علبه الكمامه لانا ماسك برو علبه,"Personal Care, Skin & Body Care"
massafi apple juice iter Massafi 1L,Soft Drinks & Juices
كيري جبنة كريمي مثلثات 16 مثلث، كيري 240جم,Dairy & Eggs
لذة خضار مشكل لذة 400جم,Vegetables & Fruits
شويبس جولد خوخ شويبس 300مل,Soft Drinks & Juices
مزارع دينا لبن بنكهة الفراولة مزارع 250مل,Dairy & Eggs
درة كبيس ورق عنب درة 1كجم,Vegetables & Fruits
زجاجه زيت شعر بلاستيك زجاجه 250مل,"Hair, Shower, Bath & Soap"
الريف المصري بيض بني الريف,Dairy & Eggs
fanta orange soft drink 300m Fanta Can,Soft Drinks & Juices
سفن دايت كانز سفن 330مل,Soft Drinks & Juices
جنزبيل جنزبيل,Vegetables & Fruits
بن تركي غامق سادة بن 200جم,"Tea, Coffee & Hot Drinks"
nestle sparking water Sparking 240ml,Water
halwani bros crunchy fried chicken Bros,Poultry
xx peach flavour malt beverage Xx 330ml,Soft Drinks & Juices
فيرو متعدد الاستخدامات برائحة الخوخ باور مزيل الدهون هدية العرض فيرو,Cleaning Supplies
مياه طبيعية حياة 9 قطع زجاجة 600مل زجاجة,Water
موسى بالتوت الاحمر موسى 330جم,Soft Drinks & Juices
taste cordon bleu Taste,Poultry
سيلينا حمام سوبر جامبو 2قطعه سيلينا,Poultry
امريكانا تونة شرائح في زيت، رام امريكانا 120ج,"Tins, Jars & Packets"
شيبسي عائلي كباب 500 1 500 شيبسي ٨٠جم,Chips & Crackers
ديجما هوهوز جامبو بالكاككاو هوهوز,Biscuits & Cakes
مشكلة 2 ك مشكلة علبة,Sweets & Desserts
اكوافينا مياه طبيعيه اكوافينا 600مل,Water
هاربيلوا مارشيلو بارتي هاربيلوا 70جم,"Chocolates, Sweets & Desserts"
chipsy forno fusion mediterranean greek mix Chipsy 43g,Chips & Crackers
1225 ليبتون شاي 25ق 12.25,"Tea, Coffee & Hot Drinks"
بيبسي بلاستيك بيبسي 2لتر,Soft Drinks & Juices
تشيكن سوبريم سيسيليان بيبسي كانز تشيكن 330مل,Soft Drinks & Juices
fisherman tuna slices in sunflower oil with black pepper lemon Fisherman 120g,"Tins, Jars & Packets"
halwani bros spicy chicken pane Bros 1Kg,Poultry
ديمه كيك كيرفى كراميل ديمه 45جم,Biscuits & Cakes
بيبسى كانز بيبسى,Soft Drinks & Juices
corona milk chocolate Corona 31g,"Chocolates, Sweets & Desserts"
dasani natural water x 12 bottles Dasani 1.5L,Water
big egg for boys of Big Pack,"Chocolates, Sweets & Desserts"
وادى فود دجاج مجمد 9001000 وادى,Poultry
عدس عدس,"Rice, Pasta & Pulses"
جونتى بلاستيك جونتى,Furniture
فول مدمس بالخلطة المصرية فول 400جم,"Tins, Jars & Packets"
الزهار كنافة الزهار 500جم,Bakery
صوص باربيكيو صوص,"Sauces, Dressings & Condiments"
ماجى خلطة حواوشى ميكس ماجى 40جم,Cooking Ingredients
ليبتون شاى عرض خاص 25فتله ليبتون,"Tea, Coffee & Hot Drinks"
عبور لاند جبن اسطنبولى تتراباك عبور 250جم,Dairy & Eggs
فيروز كانز 250 م اناناس فيروز,Soft Drinks & Juices
مفتلة صعيدي مفتلة 450جم,"Rice, Pasta & Pulses"
جهينه رايب ل جهينه 440مل,Dairy & Eggs
سردين حار دولفين سردين 125جم,"Tins, Jars & Packets"
فيليدا سلك 2ق فيليدا,Cleaning Supplies
علبه ستار علبه,"Tea, Coffee & Hot Drinks"
todo bomb chocolate cake 1p 8 Todo,Biscuits & Cakes
صلصة طماطم الدرة 375 غ صلصة,"Tins, Jars & Packets"
